Name = VO242
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-111.0	-2.244	0.52397	-0.074	0.012	0.527	0.187	0.580	-4.282	0.100	0.217
-110.0	-2.224	0.52912	-0.071	0.012	0.528	0.183	0.586	-4.204	0.086	0.218
-109.0	-2.206	0.53496	-0.068	0.011	0.529	0.179	0.592	-4.123	0.070	0.219
-108.0	-2.188	0.53493	-0.064	0.011	0.530	0.174	0.598	-4.091	0.053	0.221
-107.0	-2.172	0.53841	-0.061	0.010	0.531	0.170	0.603	-4.035	0.034	0.222
-106.0	-2.157	0.54006	-0.058	0.010	0.532	0.166	0.609	-3.995	0.012	0.223
-105.0	-2.144	0.54354	-0.054	0.010	0.533	0.162	0.614	-3.944	-0.007	0.225
-104.0	-2.131	0.54656	-0.051	0.009	0.534	0.158	0.620	-3.898	-0.018	0.226
-103.0	-2.118	0.55079	-0.047	0.009	0.535	0.155	0.625	-3.845	-0.037	0.228
-102.0	-2.106	0.55124	-0.044	0.009	0.536	0.151	0.630	-3.821	-0.071	0.229
-101.0	-2.096	0.54991	-0.040	0.008	0.537	0.148	0.635	-3.811	-0.116	0.231
-100.0	-2.086	0.55049	-0.037	0.008	0.538	0.145	0.641	-3.790	-0.173	0.232
-99.0	-2.078	0.55361	-0.033	0.008	0.539	0.141	0.646	-3.754	-0.238	0.234
-98.0	-2.072	0.55466	-0.029	0.007	0.540	0.138	0.650	-3.735	-0.340	0.236
-97.0	-2.066	0.55229	-0.026	0.007	0.541	0.135	0.655	-3.741	-0.489	0.238
-96.0	-2.062	0.55403	-0.022	0.007	0.542	0.132	0.660	-3.721	-0.718	0.239
-95.0	-2.058	0.55009	-0.018	0.006	0.543	0.129	0.664	-3.742	-0.832	0.241
-94.0	-2.055	0.54909	-0.015	0.006	0.544	0.126	0.669	-3.742	-1.004	0.243
-93.0	-2.053	0.54923	-0.011	0.006	0.544	0.123	0.673	-3.737	-1.829	0.245
-92.0	-2.051	0.54748	-0.007	0.006	0.545	0.120	0.678	-3.747	-5.982	0.246
-91.0	-2.051	0.54403	-0.004	0.005	0.546	0.118	0.682	-3.771	6.360	0.248
-90.0	-2.052	0.53767	-0.000	0.005	0.547	0.115	0.686	-3.817	0.221	0.250
-89.0	-1.804	1.22186	0.004	0.546	0.005	0.682	0.118	-1.476	0.220	0.252
-88.0	-1.807	1.21734	0.007	0.545	0.006	0.678	0.120	-1.484	1.315	0.254
-87.0	-1.811	1.21070	0.011	0.544	0.006	0.673	0.123	-1.496	1.056	0.256
-86.0	-1.816	1.20153	0.015	0.544	0.006	0.669	0.126	-1.511	0.906	0.258
-85.0	-1.822	1.19332	0.018	0.543	0.006	0.664	0.129	-1.527	0.858	0.260
-84.0	-1.828	1.18700	0.022	0.542	0.007	0.660	0.132	-1.540	0.814	0.262
-83.0	-1.835	1.17495	0.026	0.541	0.007	0.655	0.135	-1.562	0.730	0.264
-82.0	-1.843	1.16611	0.029	0.540	0.007	0.650	0.138	-1.581	0.663	0.266
-81.0	-1.853	1.15355	0.033	0.539	0.008	0.646	0.141	-1.606	0.614	0.268
-80.0	-1.863	1.13863	0.037	0.538	0.008	0.641	0.145	-1.637	0.574	0.270
-79.0	-1.875	1.12549	0.040	0.537	0.008	0.635	0.148	-1.666	0.540	0.271
-78.0	-1.888	1.11387	0.044	0.536	0.009	0.630	0.151	-1.695	0.511	0.273
-77.0	-1.903	1.09992	0.047	0.535	0.009	0.625	0.155	-1.730	0.488	0.275
-76.0	-1.918	1.08229	0.051	0.534	0.009	0.620	0.158	-1.772	0.473	0.277
-75.0	-1.934	1.06516	0.054	0.533	0.010	0.614	0.162	-1.815	0.464	0.278
-74.0	-1.950	1.04716	0.058	0.532	0.010	0.609	0.166	-1.862	0.449	0.280
-73.0	-1.968	1.03062	0.061	0.531	0.010	0.603	0.170	-1.909	0.433	0.281
-72.0	-1.987	1.01206	0.064	0.530	0.011	0.598	0.174	-1.963	0.417	0.282
-71.0	-2.007	0.99612	0.068	0.529	0.011	0.592	0.179	-2.015	0.404	0.284
-70.0	-2.028	0.97506	0.071	0.528	0.012	0.586	0.183	-2.080	0.392	0.285
-69.0	-2.051	0.95396	0.074	0.527	0.012	0.580	0.187	-2.150	0.381	0.286
-68.0	-2.075	0.93224	0.077	0.526	0.013	0.575	0.191	-2.226	0.371	0.287
-67.0	-2.101	0.91385	0.080	0.525	0.013	0.569	0.197	-2.299	0.364	0.288
-66.0	-2.126	0.89241	0.083	0.524	0.014	0.563	0.201	-2.383	0.359	0.289
-65.0	-2.153	0.86804	0.086	0.522	0.014	0.557	0.206	-2.480	0.352	0.290
-64.0	-2.180	0.84546	0.088	0.521	0.015	0.552	0.211	-2.579	0.345	0.291
-63.0	-2.209	0.82308	0.091	0.520	0.015	0.546	0.217	-2.684	0.337	0.291
-62.0	-2.239	0.79987	0.094	0.519	0.016	0.541	0.222	-2.800	0.331	0.292
-61.0	-2.271	0.77625	0.096	0.518	0.017	0.536	0.228	-2.926	0.325	0.292
-60.0	-2.304	0.75133	0.098	0.516	0.017	0.532	0.234	-3.066	0.320	0.293
-59.0	-2.338	0.72793	0.101	0.515	0.018	0.528	0.240	-3.212	0.317	0.293
-58.0	-2.371	0.70495	0.103	0.513	0.019	0.524	0.247	-3.364	0.313	0.293
-57.0	-2.406	0.67886	0.105	0.512	0.020	0.520	0.253	-3.544	0.308	0.294
-56.0	-2.441	0.65530	0.107	0.511	0.020	0.516	0.260	-3.725	0.304	0.294
-55.0	-2.478	0.63131	0.109	0.511	0.021	0.513	0.268	-3.925	0.301	0.294
-54.0	-2.515	0.60609	0.111	0.511	0.022	0.511	0.275	-4.150	0.298	0.294
-53.0	-2.554	0.58194	0.113	0.511	0.023	0.511	0.283	-4.388	0.296	0.294
-52.0	-2.592	0.55753	0.114	0.511	0.024	0.511	0.291	-4.650	0.293	0.294
-51.0	-2.630	0.53397	0.116	0.511	0.025	0.511	0.300	-4.925	0.290	0.294
-50.0	-2.668	0.50997	0.117	0.511	0.026	0.511	0.309	-5.232	0.287	0.294
-49.0	-2.706	0.48576	0.119	0.511	0.027	0.511	0.317	-5.571	0.495	0.294
-48.0	-2.745	0.46354	0.136	0.936	0.028	0.964	0.327	-5.921	0.492	0.300
-47.0	-2.783	0.43959	0.137	0.933	0.030	0.963	0.336	-6.331	0.279	0.299
-46.0	-2.820	0.41706	0.138	0.931	0.031	0.962	0.347	-6.762	0.277	0.299
-45.0	-2.856	0.39526	0.139	0.927	0.032	0.962	0.357	-7.224	0.273	0.299
-44.0	-2.890	0.37318	0.140	0.924	0.034	0.961	0.368	-7.745	0.269	0.298
-43.0	-2.924	0.35266	0.140	0.920	0.035	0.960	0.379	-8.290	0.265	0.298
-42.0	-2.956	0.33144	0.141	0.916	0.037	0.959	0.391	-8.919	0.260	0.298
-41.0	-2.986	0.31151	0.141	0.913	0.038	0.958	0.403	-9.584	0.255	0.297
-40.0	-3.012	0.29212	0.141	0.908	0.040	0.958	0.416	-10.311	0.249	0.297
-39.0	-3.036	0.27327	0.141	0.905	0.042	0.956	0.429	-11.111	0.241	0.296
-38.0	-3.058	0.25506	0.141	0.900	0.044	0.956	0.442	-11.989	0.231	0.296
-37.0	-3.076	0.23774	0.140	0.896	0.047	0.955	0.456	-12.937	0.213	0.296
-36.0	-3.089	0.22083	0.140	0.891	0.049	0.954	0.470	-13.986	0.182	0.295
-35.0	-3.098	0.20453	0.139	0.886	0.052	0.954	0.485	-15.147	0.121	0.295
-34.0	-3.103	0.18940	0.138	0.881	0.055	0.953	0.499	-16.385	-0.282	0.294
-33.0	-3.102	0.17483	0.136	0.876	0.058	0.953	0.514	-17.744	0.638	0.294
-32.0	-3.096	0.16124	0.135	0.871	0.061	0.952	0.530	-19.203	0.430	0.294
-31.0	-3.085	0.14831	0.133	0.865	0.065	0.951	0.545	-20.802	0.370	0.293
-30.0	-3.067	0.13617	0.132	0.859	0.069	0.951	0.561	-22.526	0.343	0.293
-29.0	-3.044	0.12507	0.130	0.854	0.073	0.950	0.577	-24.335	0.330	0.293
-28.0	-3.014	0.11451	0.127	0.847	0.078	0.949	0.593	-26.320	0.320	0.292
-27.0	-2.977	0.10456	0.125	0.841	0.084	0.948	0.608	-28.469	0.313	0.292
-26.0	-2.933	0.09551	0.122	0.834	0.089	0.948	0.624	-30.713	0.308	0.292
-25.0	-2.883	0.08711	0.119	0.827	0.096	0.947	0.640	-33.095	0.305	0.291
-24.0	-2.826	0.07939	0.116	0.820	0.103	0.946	0.655	-35.596	0.302	0.291
-23.0	-2.762	0.07225	0.113	0.812	0.111	0.946	0.670	-38.224	0.299	0.291
-22.0	-2.692	0.06581	0.110	0.804	0.119	0.944	0.686	-40.903	0.298	0.291
-21.0	-2.614	0.05986	0.106	0.795	0.129	0.944	0.700	-43.677	0.296	0.291
-20.0	-2.531	0.05439	0.102	0.787	0.139	0.943	0.714	-46.535	0.295	0.290
-19.0	-2.442	0.04950	0.098	0.778	0.151	0.941	0.729	-49.331	0.294	0.290
-18.0	-2.346	0.04498	0.094	0.768	0.163	0.941	0.742	-52.159	0.293	0.290
-17.0	-2.246	0.04095	0.090	0.759	0.177	0.939	0.755	-54.830	0.292	0.290
-16.0	-2.139	0.03726	0.086	0.748	0.192	0.938	0.768	-57.417	0.292	0.290
-15.0	-2.028	0.03397	0.081	0.738	0.208	0.937	0.780	-59.721	0.291	0.290
-14.0	-1.913	0.03099	0.076	0.727	0.225	0.935	0.791	-61.719	0.291	0.290
-13.0	-1.793	0.02837	0.071	0.715	0.244	0.933	0.802	-63.213	0.291	0.290
-12.0	-1.670	0.02604	0.066	0.703	0.263	0.932	0.813	-64.137	0.290	0.290
-11.0	-1.543	0.02394	0.061	0.690	0.283	0.930	0.822	-64.450	0.290	0.290
-10.0	-1.413	0.02214	0.056	0.677	0.304	0.928	0.832	-63.792	0.290	0.290
-9.0	-1.280	0.02055	0.051	0.664	0.324	0.926	0.840	-62.276	0.290	0.290
-8.0	-1.144	0.01919	0.045	0.649	0.346	0.923	0.849	-59.607	0.290	0.290
-7.0	-1.006	0.01800	0.040	0.635	0.367	0.921	0.856	-55.896	0.290	0.289
-6.0	-0.867	0.01702	0.034	0.619	0.389	0.918	0.863	-50.932	0.290	0.289
-5.0	-0.725	0.01619	0.029	0.603	0.410	0.915	0.870	-44.787	0.290	0.289
-4.0	-0.582	0.01553	0.023	0.587	0.432	0.912	0.876	-37.511	0.290	0.289
-3.0	-0.438	0.01502	0.017	0.570	0.453	0.909	0.882	-29.187	0.289	0.289
-2.0	-0.293	0.01465	0.012	0.552	0.474	0.905	0.887	-20.003	0.289	0.289
-1.0	-0.147	0.01442	0.006	0.533	0.494	0.901	0.892	-10.189	0.289	0.289
-0.0	-0.000	0.01434	-0.000	0.514	0.514	0.897	0.897	-0.000	0.289	0.250
1.0	0.147	0.01442	-0.006	0.494	0.533	0.892	0.901	10.189	0.289	0.289
2.0	0.293	0.01465	-0.012	0.474	0.552	0.887	0.905	20.003	0.289	0.289
3.0	0.438	0.01502	-0.017	0.453	0.570	0.882	0.909	29.187	0.289	0.289
4.0	0.582	0.01553	-0.023	0.432	0.587	0.876	0.912	37.511	0.290	0.289
5.0	0.725	0.01619	-0.029	0.410	0.603	0.870	0.915	44.787	0.290	0.289
6.0	0.867	0.01702	-0.034	0.389	0.619	0.863	0.918	50.932	0.290	0.289
7.0	1.006	0.01800	-0.040	0.367	0.635	0.856	0.921	55.896	0.290	0.289
8.0	1.144	0.01919	-0.045	0.346	0.649	0.849	0.923	59.607	0.290	0.290
9.0	1.280	0.02055	-0.051	0.324	0.664	0.840	0.926	62.276	0.290	0.290
10.0	1.413	0.02214	-0.056	0.304	0.677	0.832	0.928	63.792	0.290	0.290
11.0	1.543	0.02394	-0.061	0.283	0.690	0.822	0.930	64.450	0.290	0.290
12.0	1.670	0.02604	-0.066	0.263	0.703	0.813	0.932	64.137	0.290	0.290
13.0	1.793	0.02837	-0.071	0.244	0.715	0.802	0.933	63.213	0.291	0.290
14.0	1.913	0.03099	-0.076	0.225	0.727	0.791	0.935	61.719	0.291	0.290
15.0	2.028	0.03397	-0.081	0.208	0.738	0.780	0.937	59.721	0.291	0.290
16.0	2.139	0.03726	-0.086	0.192	0.748	0.768	0.938	57.417	0.292	0.290
17.0	2.246	0.04095	-0.090	0.177	0.759	0.755	0.939	54.830	0.292	0.290
18.0	2.346	0.04498	-0.094	0.163	0.768	0.742	0.941	52.159	0.293	0.290
19.0	2.442	0.04950	-0.098	0.151	0.778	0.729	0.941	49.331	0.294	0.290
20.0	2.531	0.05439	-0.102	0.139	0.787	0.714	0.943	46.535	0.295	0.290
21.0	2.614	0.05986	-0.106	0.129	0.795	0.700	0.944	43.677	0.296	0.291
22.0	2.692	0.06581	-0.110	0.119	0.804	0.686	0.944	40.903	0.298	0.291
23.0	2.762	0.07225	-0.113	0.111	0.812	0.670	0.946	38.224	0.299	0.291
24.0	2.826	0.07939	-0.116	0.103	0.820	0.655	0.946	35.596	0.302	0.291
25.0	2.883	0.08711	-0.119	0.096	0.827	0.640	0.947	33.095	0.305	0.291
26.0	2.933	0.09551	-0.122	0.089	0.834	0.624	0.948	30.713	0.308	0.292
27.0	2.977	0.10456	-0.125	0.084	0.841	0.608	0.948	28.469	0.313	0.292
28.0	3.014	0.11451	-0.127	0.078	0.847	0.593	0.949	26.320	0.320	0.292
29.0	3.044	0.12507	-0.130	0.073	0.854	0.577	0.950	24.335	0.330	0.293
30.0	3.067	0.13617	-0.132	0.069	0.859	0.561	0.951	22.526	0.343	0.293
31.0	3.085	0.14831	-0.133	0.065	0.865	0.545	0.951	20.802	0.370	0.293
32.0	3.096	0.16124	-0.135	0.061	0.871	0.530	0.952	19.203	0.430	0.294
33.0	3.102	0.17483	-0.136	0.058	0.876	0.514	0.953	17.744	0.638	0.294
34.0	3.103	0.18940	-0.138	0.055	0.881	0.499	0.953	16.385	-0.282	0.294
35.0	3.098	0.20453	-0.139	0.052	0.886	0.485	0.954	15.147	0.121	0.295
36.0	3.089	0.22083	-0.140	0.049	0.891	0.470	0.954	13.986	0.182	0.295
37.0	3.076	0.23774	-0.140	0.047	0.896	0.456	0.955	12.937	0.213	0.296
38.0	3.058	0.25506	-0.141	0.044	0.900	0.442	0.956	11.989	0.231	0.296
39.0	3.036	0.27327	-0.141	0.042	0.905	0.429	0.956	11.111	0.241	0.296
40.0	3.012	0.29212	-0.141	0.040	0.908	0.416	0.958	10.311	0.249	0.297
41.0	2.986	0.31151	-0.141	0.038	0.913	0.403	0.958	9.584	0.255	0.297
42.0	2.956	0.33144	-0.141	0.037	0.916	0.391	0.959	8.919	0.260	0.298
43.0	2.924	0.35266	-0.140	0.035	0.920	0.379	0.960	8.290	0.265	0.298
44.0	2.890	0.37318	-0.140	0.034	0.924	0.368	0.961	7.745	0.269	0.298
45.0	2.856	0.39526	-0.139	0.032	0.927	0.357	0.962	7.224	0.273	0.299
46.0	2.820	0.41706	-0.138	0.031	0.931	0.347	0.962	6.762	0.277	0.299
47.0	2.783	0.43959	-0.137	0.030	0.933	0.336	0.963	6.331	0.279	0.299
48.0	2.745	0.46354	-0.136	0.028	0.936	0.327	0.964	5.921	0.492	0.300
49.0	2.706	0.48576	-0.119	0.027	0.511	0.317	0.511	5.571	0.495	0.294
50.0	2.668	0.50997	-0.117	0.026	0.511	0.309	0.511	5.232	0.287	0.294
51.0	2.630	0.53397	-0.116	0.025	0.511	0.300	0.511	4.925	0.290	0.294
52.0	2.592	0.55753	-0.114	0.024	0.511	0.291	0.511	4.650	0.293	0.294
53.0	2.554	0.58194	-0.113	0.023	0.511	0.283	0.511	4.388	0.296	0.294
54.0	2.515	0.60609	-0.111	0.022	0.511	0.275	0.511	4.150	0.298	0.294
55.0	2.478	0.63131	-0.109	0.021	0.511	0.268	0.513	3.925	0.301	0.294
56.0	2.441	0.65530	-0.107	0.020	0.511	0.260	0.516	3.725	0.304	0.294
57.0	2.406	0.67886	-0.105	0.020	0.512	0.253	0.520	3.544	0.308	0.294
58.0	2.371	0.70495	-0.103	0.019	0.513	0.247	0.524	3.364	0.313	0.293
59.0	2.338	0.72793	-0.101	0.018	0.515	0.240	0.528	3.212	0.317	0.293
60.0	2.304	0.75133	-0.098	0.017	0.516	0.234	0.532	3.066	0.320	0.293
61.0	2.271	0.77625	-0.096	0.017	0.518	0.228	0.536	2.926	0.325	0.292
62.0	2.239	0.79987	-0.094	0.016	0.519	0.222	0.541	2.800	0.331	0.292
63.0	2.209	0.82308	-0.091	0.015	0.520	0.217	0.546	2.684	0.337	0.291
64.0	2.180	0.84546	-0.088	0.015	0.521	0.211	0.552	2.579	0.345	0.291
65.0	2.153	0.86804	-0.086	0.014	0.522	0.206	0.557	2.480	0.352	0.290
66.0	2.126	0.89241	-0.083	0.014	0.524	0.201	0.563	2.383	0.359	0.289
67.0	2.101	0.91385	-0.080	0.013	0.525	0.197	0.569	2.299	0.364	0.288
68.0	2.075	0.93224	-0.077	0.013	0.526	0.191	0.575	2.226	0.371	0.287
69.0	2.051	0.95396	-0.074	0.012	0.527	0.187	0.580	2.150	0.381	0.286
70.0	2.028	0.97506	-0.071	0.012	0.528	0.183	0.586	2.080	0.392	0.285
71.0	2.007	0.99612	-0.068	0.011	0.529	0.179	0.592	2.015	0.404	0.284
72.0	1.987	1.01206	-0.064	0.011	0.530	0.174	0.598	1.963	0.417	0.282
73.0	1.968	1.03062	-0.061	0.010	0.531	0.170	0.603	1.909	0.433	0.281
74.0	1.950	1.04716	-0.058	0.010	0.532	0.166	0.609	1.862	0.449	0.280
75.0	1.934	1.06516	-0.054	0.010	0.533	0.162	0.614	1.815	0.464	0.278
76.0	1.918	1.08229	-0.051	0.009	0.534	0.158	0.620	1.772	0.473	0.277
77.0	1.903	1.09992	-0.047	0.009	0.535	0.155	0.625	1.730	0.488	0.275
78.0	1.888	1.11387	-0.044	0.009	0.536	0.151	0.630	1.695	0.511	0.273
79.0	1.875	1.12549	-0.040	0.008	0.537	0.148	0.635	1.666	0.540	0.271
80.0	1.863	1.13863	-0.037	0.008	0.538	0.145	0.641	1.637	0.574	0.270
81.0	1.853	1.15355	-0.033	0.008	0.539	0.141	0.646	1.606	0.614	0.268
82.0	1.843	1.16611	-0.029	0.007	0.540	0.138	0.650	1.581	0.663	0.266
83.0	1.835	1.17495	-0.026	0.007	0.541	0.135	0.655	1.562	0.730	0.264
84.0	1.828	1.18700	-0.022	0.007	0.542	0.132	0.660	1.540	0.814	0.262
85.0	1.822	1.19332	-0.018	0.006	0.543	0.129	0.664	1.527	0.858	0.260
86.0	1.816	1.20153	-0.015	0.006	0.544	0.126	0.669	1.511	0.906	0.258
87.0	1.811	1.21070	-0.011	0.006	0.544	0.123	0.673	1.496	1.056	0.256
88.0	1.807	1.21734	-0.007	0.006	0.545	0.120	0.678	1.484	1.315	0.254
89.0	1.804	1.22186	-0.004	0.005	0.546	0.118	0.682	1.476	1.816	0.252
90.0	1.802	1.22285	-0.000	0.005	0.547	0.115	0.686	1.474	0.221	0.250
91.0	2.051	0.54403	0.004	0.546	0.005	0.682	0.118	3.771	0.221	0.248
92.0	2.051	0.54748	0.007	0.545	0.006	0.678	0.120	3.747	-5.982	0.246
93.0	2.053	0.54923	0.011	0.544	0.006	0.673	0.123	3.737	-1.829	0.245
94.0	2.055	0.54909	0.015	0.544	0.006	0.669	0.126	3.742	-1.004	0.243
95.0	2.058	0.55009	0.018	0.543	0.006	0.664	0.129	3.742	-0.832	0.241
96.0	2.062	0.55403	0.022	0.542	0.007	0.660	0.132	3.721	-0.718	0.239
97.0	2.066	0.55229	0.026	0.541	0.007	0.655	0.135	3.741	-0.489	0.238
98.0	2.072	0.55466	0.029	0.540	0.007	0.650	0.138	3.735	-0.340	0.236
99.0	2.078	0.55361	0.033	0.539	0.008	0.646	0.141	3.754	-0.238	0.234
100.0	2.086	0.55049	0.037	0.538	0.008	0.641	0.145	3.790	-0.173	0.232
101.0	2.096	0.54991	0.040	0.537	0.008	0.635	0.148	3.811	-0.116	0.231
102.0	2.106	0.55124	0.044	0.536	0.009	0.630	0.151	3.821	-0.071	0.229
103.0	2.118	0.55079	0.047	0.535	0.009	0.625	0.155	3.845	-0.037	0.228
104.0	2.131	0.54656	0.051	0.534	0.009	0.620	0.158	3.898	-0.018	0.226
105.0	2.144	0.54354	0.054	0.533	0.010	0.614	0.162	3.944	-0.007	0.225
106.0	2.157	0.54006	0.058	0.532	0.010	0.609	0.166	3.995	0.012	0.223
107.0	2.172	0.53841	0.061	0.531	0.010	0.603	0.170	4.035	0.034	0.222
108.0	2.188	0.53493	0.064	0.530	0.011	0.598	0.174	4.091	0.053	0.221
109.0	2.206	0.53496	0.068	0.529	0.011	0.592	0.179	4.123	0.070	0.219
110.0	2.224	0.52912	0.071	0.528	0.012	0.586	0.183	4.204	0.086	0.218
111.0	2.244	0.52397	0.074	0.527	0.012	0.580	0.187	4.282	0.100	0.217
112.0	2.265	0.51766	0.077	0.526	0.013	0.575	0.191	4.376	0.111	0.216
113.0	2.287	0.51640	0.080	0.525	0.013	0.569	0.197	4.429	0.117	0.215
114.0	2.309	0.51135	0.083	0.524	0.014	0.563	0.201	4.516	0.124	0.214
115.0	2.332	0.50323	0.086	0.522	0.014	0.557	0.206	4.634	0.133	0.213
116.0	2.356	0.49640	0.088	0.521	0.015	0.552	0.211	4.747	0.142	0.213
117.0	2.382	0.49051	0.091	0.520	0.015	0.546	0.217	4.856	0.150	0.212
118.0	2.408	0.48351	0.094	0.519	0.016	0.541	0.222	4.981	0.158	0.211
119.0	2.436	0.47552	0.096	0.518	0.017	0.536	0.228	5.123	0.166	0.211
120.0	2.466	0.46578	0.098	0.516	0.017	0.532	0.234	5.294	0.172	0.210
121.0	2.496	0.45747	0.101	0.515	0.018	0.528	0.240	5.457	0.175	0.210
122.0	2.526	0.44958	0.103	0.513	0.019	0.524	0.247	5.619	0.179	0.209
123.0	2.557	0.43795	0.105	0.512	0.020	0.520	0.253	5.838	0.184	0.209
124.0	2.588	0.42916	0.107	0.511	0.020	0.516	0.260	6.030	0.189	0.209
125.0	2.620	0.41989	0.109	0.511	0.021	0.513	0.268	6.239	0.193	0.208
126.0	2.654	0.40749	0.111	0.511	0.022	0.511	0.275	6.513	0.197	0.208
127.0	2.689	0.39531	0.113	0.511	0.023	0.511	0.283	6.803	0.201	0.208
128.0	2.725	0.38250	0.114	0.511	0.024	0.511	0.291	7.125	0.203	0.208
129.0	2.759	0.37080	0.116	0.511	0.025	0.511	0.300	7.441	0.205	0.208
130.0	2.793	0.35833	0.117	0.511	0.026	0.511	0.309	7.795	0.209	0.208
131.0	2.828	0.34488	0.119	0.511	0.027	0.511	0.317	8.198	0.197	0.208
132.0	3.149	0.20644	0.136	0.936	0.028	0.964	0.327	15.254	0.198	0.207
133.0	3.185	0.19731	0.137	0.933	0.030	0.963	0.336	16.142	0.219	0.207
134.0	3.220	0.18949	0.138	0.931	0.031	0.962	0.347	16.992	0.221	0.207
135.0	3.252	0.18210	0.139	0.927	0.032	0.962	0.357	17.857	0.224	0.207
136.0	3.282	0.17413	0.140	0.924	0.034	0.961	0.368	18.850	0.229	0.207
137.0	3.311	0.16716	0.140	0.920	0.035	0.960	0.379	19.808	0.233	0.208
138.0	3.338	0.15935	0.141	0.916	0.037	0.959	0.391	20.950	0.237	0.208
139.0	3.362	0.15225	0.141	0.913	0.038	0.958	0.403	22.080	0.243	0.208
140.0	3.382	0.14540	0.141	0.908	0.040	0.958	0.416	23.257	0.251	0.208
141.0	3.398	0.13847	0.141	0.905	0.042	0.956	0.429	24.539	0.264	0.208
142.0	3.411	0.13177	0.141	0.900	0.044	0.956	0.442	25.889	0.285	0.209
143.0	3.420	0.12536	0.140	0.896	0.047	0.955	0.456	27.281	0.347	0.209
144.0	3.423	0.11884	0.140	0.891	0.049	0.954	0.470	28.806	1.025	0.209
145.0	3.422	0.11236	0.139	0.886	0.052	0.954	0.485	30.456	-0.012	0.209
146.0	3.416	0.10651	0.138	0.881	0.055	0.953	0.499	32.073	0.128	0.210
147.0	3.403	0.10053	0.136	0.876	0.058	0.953	0.514	33.853	0.165	0.210
148.0	3.385	0.09510	0.135	0.871	0.061	0.952	0.530	35.591	0.178	0.210
149.0	3.361	0.08957	0.133	0.865	0.065	0.951	0.545	37.520	0.187	0.210
150.0	3.330	0.08437	0.132	0.859	0.069	0.951	0.561	39.465	0.194	0.210
151.0	3.292	0.07961	0.130	0.854	0.073	0.950	0.577	41.348	0.198	0.211
152.0	3.248	0.07477	0.127	0.847	0.078	0.949	0.593	43.440	0.201	0.211
153.0	3.196	0.07000	0.125	0.841	0.084	0.948	0.608	45.661	0.203	0.211
154.0	3.139	0.06560	0.122	0.834	0.089	0.948	0.624	47.845	0.205	0.211
155.0	3.074	0.06142	0.119	0.827	0.096	0.947	0.640	50.043	0.207	0.211
156.0	3.002	0.05740	0.116	0.820	0.103	0.946	0.655	52.305	0.208	0.211
157.0	2.924	0.05354	0.113	0.812	0.111	0.946	0.670	54.618	0.209	0.211
158.0	2.840	0.05003	0.110	0.804	0.119	0.944	0.686	56.776	0.210	0.211
159.0	2.750	0.04657	0.106	0.795	0.129	0.944	0.700	59.052	0.210	0.211
160.0	2.653	0.04324	0.102	0.787	0.139	0.943	0.714	61.358	0.211	0.211
161.0	2.552	0.04024	0.098	0.778	0.151	0.941	0.729	63.403	0.211	0.211
162.0	2.444	0.03731	0.094	0.768	0.163	0.941	0.742	65.520	0.212	0.211
163.0	2.332	0.03464	0.090	0.759	0.177	0.939	0.755	67.342	0.212	0.211
164.0	2.216	0.03207	0.086	0.748	0.192	0.938	0.768	69.104	0.212	0.211
165.0	2.095	0.02972	0.081	0.738	0.208	0.937	0.780	70.481	0.212	0.211
166.0	1.970	0.02753	0.076	0.727	0.225	0.935	0.791	71.573	0.212	0.211
167.0	1.842	0.02556	0.071	0.715	0.244	0.933	0.802	72.089	0.212	0.211
168.0	1.711	0.02375	0.066	0.703	0.263	0.932	0.813	72.042	0.212	0.211
169.0	1.577	0.02207	0.061	0.690	0.283	0.930	0.822	71.445	0.212	0.211
170.0	1.441	0.02062	0.056	0.677	0.304	0.928	0.832	69.859	0.212	0.211
171.0	1.302	0.01930	0.051	0.664	0.324	0.926	0.840	67.478	0.212	0.211
172.0	1.162	0.01821	0.045	0.649	0.346	0.923	0.849	63.780	0.211	0.211
173.0	1.020	0.01725	0.040	0.635	0.367	0.921	0.856	59.132	0.211	0.211
174.0	0.876	0.01644	0.034	0.619	0.389	0.918	0.863	53.305	0.211	0.211
175.0	0.732	0.01577	0.029	0.603	0.410	0.915	0.870	46.420	0.211	0.211
176.0	0.587	0.01523	0.023	0.587	0.432	0.912	0.876	38.536	0.211	0.211
177.0	0.441	0.01482	0.017	0.570	0.453	0.909	0.882	29.741	0.211	0.211
178.0	0.294	0.01453	0.012	0.552	0.474	0.905	0.887	20.238	0.211	0.211
179.0	0.147	0.01437	0.006	0.533	0.494	0.901	0.892	10.244	0.211	0.211
180.0	0.000	0.01434	-0.000	0.514	0.514	0.897	0.897	0.000	0.211	0.250

Name = VO242
Mach = 0; Re = 700000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-180.0	-0.000	0.01383	-0.000	0.508	0.508	0.900	0.900	-0.000	0.211	0.250
